tool_id,old_mcp_name,new_mcp_name,category,provider,action
unesco-data.get_data,unesco-data.series.get_data,education.unesco-data.get_data,education,unesco-data,get_data
openalex.works_search,openalex.works.search,education.openalex.works_search,education,openalex,works_search
openalex.authors_search,openalex.authors.search,education.openalex.authors_search,education,openalex,authors_search
openalex.get_work,openalex.works.get,education.openalex.get_work,education,openalex,get_work
semanticscholar.papers_search,semanticscholar.papers.search,education.semanticscholar.papers_search,education,semanticscholar,papers_search
semanticscholar.authors_search,semanticscholar.authors.search,education.semanticscholar.authors_search,education,semanticscholar,authors_search
semanticscholar.get_paper,semanticscholar.papers.get,education.semanticscholar.get_paper,education,semanticscholar,get_paper
sepa-scotland.stations_search,sepa-scotland.rainfall.stations,weather.sepa-scotland.stations_search,weather,sepa-scotland,stations_search
sepa-scotland.station_current,sepa-scotland.rainfall.current,weather.sepa-scotland.station_current,weather,sepa-scotland,station_current
sepa-scotland.rainfall_history,sepa-scotland.rainfall.history,weather.sepa-scotland.rainfall_history,weather,sepa-scotland,rainfall_history
denmark-energidataservice.spot_prices,denmark-energidataservice.power.spot_prices,finance.denmark-energidataservice.spot_prices,finance,denmark-energidataservice,spot_prices
denmark-energidataservice.co2_emissions,denmark-energidataservice.power.co2_emissions,finance.denmark-energidataservice.co2_emissions,finance,denmark-energidataservice,co2_emissions
denmark-energidataservice.production_consumption,denmark-energidataservice.power.production_consumption,finance.denmark-energidataservice.production_consumption,finance,denmark-energidataservice,production_consumption
uk-landregistry-pricepaid.search_by_postcode,uk-landregistry-pricepaid.property.by_postcode,location.uk-landregistry-pricepaid.search_by_postcode,location,uk-landregistry-pricepaid,search_by_postcode
uk-landregistry-pricepaid.search_by_area,uk-landregistry-pricepaid.property.by_area,location.uk-landregistry-pricepaid.search_by_area,location,uk-landregistry-pricepaid,search_by_area
uk-landregistry-pricepaid.get_transaction,uk-landregistry-pricepaid.property.transaction,location.uk-landregistry-pricepaid.get_transaction,location,uk-landregistry-pricepaid,get_transaction
hathitrust-digital.lookup_by_id,hathitrust-digital.catalog.lookup,media.hathitrust-digital.lookup_by_id,media,hathitrust-digital,lookup_by_id
hathitrust-digital.get_full_record,hathitrust-digital.catalog.get_full_record,media.hathitrust-digital.get_full_record,media,hathitrust-digital,get_full_record
hathitrust-digital.batch_lookup,hathitrust-digital.catalog.batch_lookup,media.hathitrust-digital.batch_lookup,media,hathitrust-digital,batch_lookup
netherlands-pdok-kadaster.search_percelen,netherlands-pdok-kadaster.cadastre.search_percelen,location.netherlands-pdok-kadaster.search_percelen,location,netherlands-pdok-kadaster,search_percelen
netherlands-pdok-kadaster.get_perceel,netherlands-pdok-kadaster.cadastre.get_perceel,location.netherlands-pdok-kadaster.get_perceel,location,netherlands-pdok-kadaster,get_perceel
netherlands-pdok-kadaster.search_bebouwing,netherlands-pdok-kadaster.cadastre.search_bebouwing,location.netherlands-pdok-kadaster.search_bebouwing,location,netherlands-pdok-kadaster,search_bebouwing
norway-kartverket-stedsnavn.search_names,norway-kartverket-stedsnavn.places.search_names,location.norway-kartverket-stedsnavn.search_names,location,norway-kartverket-stedsnavn,search_names
norway-kartverket-stedsnavn.search_by_point,norway-kartverket-stedsnavn.places.search_by_point,location.norway-kartverket-stedsnavn.search_by_point,location,norway-kartverket-stedsnavn,search_by_point
norway-kartverket-stedsnavn.get_place,norway-kartverket-stedsnavn.places.get_place,location.norway-kartverket-stedsnavn.get_place,location,norway-kartverket-stedsnavn,get_place
uk-ea-flood-monitoring.current_warnings,uk-ea-flood-monitoring.warnings.current,weather.uk-ea-flood-monitoring.current_warnings,weather,uk-ea-flood-monitoring,current_warnings
uk-ea-flood-monitoring.station_search,uk-ea-flood-monitoring.stations.search,weather.uk-ea-flood-monitoring.station_search,weather,uk-ea-flood-monitoring,station_search
uk-ea-flood-monitoring.station_readings,uk-ea-flood-monitoring.stations.readings,weather.uk-ea-flood-monitoring.station_readings,weather,uk-ea-flood-monitoring,station_readings
dogceo.random_image,dogceo.breeds.random_image,world.dogceo.random_image,world,dogceo,random_image
dogceo.breeds_list,dogceo.breeds.list,world.dogceo.breeds_list,world,dogceo,breeds_list
dogceo.sub_breeds,dogceo.breeds.sub_breeds,world.dogceo.sub_breeds,world,dogceo,sub_breeds
nominatim-osm.search,nominatim.geocode.search,location.nominatim-osm.search,location,nominatim-osm,search
nominatim-osm.reverse,nominatim.geocode.reverse,location.nominatim-osm.reverse,location,nominatim-osm,reverse
nominatim-osm.lookup,nominatim.geocode.lookup,location.nominatim-osm.lookup,location,nominatim-osm,lookup
device.list,device.registry.list,device.device.list,device,device,list
device.state,device.registry.state,device.device.state,device,device,state
device.command,device.registry.command,device.device.command,device,device,command
bis-stats.policy_rates,bis-stats.finance.policy_rates,finance.bis-stats.policy_rates,finance,bis-stats,policy_rates
bis-stats.exchange_rates,bis-stats.finance.exchange_rates,finance.bis-stats.exchange_rates,finance,bis-stats,exchange_rates
bis-stats.property_prices,bis-stats.finance.property_prices,finance.bis-stats.property_prices,finance,bis-stats,property_prices
archiveorg.search,archiveorg.archive.search,media.archiveorg.search,media,archiveorg,search
archiveorg.metadata,archiveorg.archive.metadata,media.archiveorg.metadata,media,archiveorg,metadata
archiveorg.wayback_check,archiveorg.wayback.check_availability,media.archiveorg.wayback_check,media,archiveorg,wayback_check
openbrewery.list,openbrewery.breweries.list,location.openbrewery.list,location,openbrewery,list
openbrewery.search,openbrewery.breweries.search,location.openbrewery.search,location,openbrewery,search
openbrewery.random,openbrewery.breweries.random,location.openbrewery.random,location,openbrewery,random
data-usa.query,datausa.data.query,finance.data-usa.query,finance,data-usa,query
data-usa.cubes,datausa.reference.cubes,finance.data-usa.cubes,finance,data-usa,cubes
data-usa.members,datausa.reference.members,finance.data-usa.members,finance,data-usa,members
fbiwanted.search,fbiwanted.persons.search,legal.fbiwanted.search,legal,fbiwanted,search
fbiwanted.by_category,fbiwanted.persons.by_category,legal.fbiwanted.by_category,legal,fbiwanted,by_category
fbiwanted.recent,fbiwanted.persons.recent,legal.fbiwanted.recent,legal,fbiwanted,recent
itistaxonomy.search_scientific_name,science.itistaxonomy.search_scientific,health.itistaxonomy.search_scientific_name,health,itistaxonomy,search_scientific_name
itistaxonomy.search_common_name,science.itistaxonomy.search_common,health.itistaxonomy.search_common_name,health,itistaxonomy,search_common_name
itistaxonomy.get_full_record,science.itistaxonomy.full_record,health.itistaxonomy.get_full_record,health,itistaxonomy,get_full_record
orcid.search_researcher,orcid.researcher.search,education.orcid.search_researcher,education,orcid,search_researcher
orcid.get_person,orcid.researcher.profile,education.orcid.get_person,education,orcid,get_person
orcid.get_works,orcid.researcher.works,education.orcid.get_works,education,orcid,get_works
